input_line,query_name,query_birth,query_death,query_state,chosen_memorial_url,chosen_memorial_id,parsed_name,parsed_birth,parsed_death,parsed_place,parsed_bio_snippet,match_score
Trooper Jeffery Dale Young,Jeffery Dale Young,,,,https://www.findagrave.com/memorial/274056280/jeffery-young,274056280,Jeffery Young (1926-1996) - Find a Grave Memorial,19,19,"Burial Knollwood Cemetery Mayfield Heights , Cuyahoga County , Ohio , USA Show Map GPS-Latitude",,0.273
American Legion,American Legion,,,,,,,,,,,0.000
Bob Bentley,Bob Bentley,,,,,,,,,,,0.000
Cecil M. Webb,Cecil M Webb,,,,,,Cecil Webb (1905-1990) - Find a Grave Memorial,19,19,"Burial Live Oak Memorial Park Monrovia , Los Angeles County , California , USA Add to Map Memorial ID 275480037 275480037",,0.245
Charlie Miner,Charlie Miner,,,,,,,,,,,0.000
Citrus,Citrus,,,,,,,,,,,0.000
Claude Pepper,Claude Pepper,,,,,,,,,,,0.000
Coast to Coast,Coast to Coast,,,,,,,,,,,0.000
DeSoto,DeSoto,,,,,,,,,,,0.000
E. C. Rowell,E C Rowell,,,,,,Mrs E Rowell (unknown-2006) - Find a Grave...,20,,"Burial Morris Hill Cemetery Boise , Ada County , Idaho , USA Add to Map Plot MHILL",,0.221
Florida Cracker,Florida Cracker,,,,,,,,,,,0.000
Lawton Chiles,Lawton Chiles,,,,,,L. E. Chiles - Find a Grave Memorial,,,"Burial Wesley Chapel Cemetery Union Township , Auglaize County , Ohio , USA Add to Map Memorial ID 23146759 23146759",,0.231
Martin,Martin,,,,,,,,,,,0.000
Paradise,Paradise,,,,,,,,,,,0.000
Purple Heart,Purple Heart,,,,https://www.findagrave.com/memorial/56521045/p-hearty,56521045,Sgt P Hearty (unknown-1916) - Find a Grave...,19,,"Burial Flatiron Copse Cemetery Mametz , Departement de la Somme , Picardie , France Show Map GPS-Latitude",,0.336
Ronald Reagan,Ronald Reagan,,,,,,,,,,,0.000
Swearingen,Swearingen,,,,,,,,,,,0.000
Thomas W. Bryant,Thomas W Bryant,,,,https://www.findagrave.com/memorial/129487043/thomas-bryant,129487043,Thomas Bryant (1876-1925) - Find a Grave Memorial,18,19,"Burial Rose Hill Cemetery Hagerstown , Washington County , Maryland , USA Add to Map Plot Section 14 Memorial ID 129487043 129487043",,0.286
Warfield,Warfield,,,,,,,,,,,0.000
Billy Bowlegs III,Billy Bowlegs III,,,,,,,,,,,0.000
General James A. Van Fleet,James A Van Fleet,,,,,,,,,,,0.000
"George W. Harris, Jr.",George W Harris Jr,,,,,,George Jreige (unknown-2010) - Find a Grave...,20,,"Burial Rookwood General Cemetery Rookwood , Cumberland City Council , New South Wales , Australia Add to Map Plot Zone A Monumental Lawn Section C Grave 1276 Memorial ID 188941831 188941831",,0.209
Heather Hurd,Heather Hurd,,,,,,,,,,,0.000
James Henry Mills,James Henry Mills,,,,,,,,,,,0.000
John L. Robinson,John L Robinson,,,,https://www.findagrave.com/memorial/185523902/john-robinson,185523902,John Robinson (1865-1926) - Find a Grave Memorial,18,19,"Burial Evergreen Cemetery Stonington , New London County , Connecticut , USA Add to Map Plot Pomeroy area Sect 11 Plot 896 Grave G Memorial ID 185523902 185523902",,0.286
L. H. Recker,L H Recker,,,,,,,,,,,0.000
Lisle W. Smith,Lisle W Smith,,,,https://www.findagrave.com/memorial/181777264/lisle-smith,181777264,Lisle Smith (1882-1899) - Find a Grave Memorial,18,18,"Burial Riverside Cemetery Embarrass , Waupaca County , Wisconsin , USA Add to Map Memorial ID 181777264 181777264",,0.260
Milton D. Wilson,Milton D Wilson,,,,,,,,,,,0.000
W.S. Badcock,WS Badcock,,,,,,W. Robert Badcock (1911-1993) - Find a Grave...,19,19,"Burial Bay Roberts United Church Cemetery Bay Roberts , Avalon Peninsula Census Division , Newfoundland and Labrador , Canada Add to Map Memorial ID 157077713 157077713",,0.244
William P. Langdon,William P Langdon,,,,,,,,,,,0.000
William R. Van Fleet,William R Van Fleet,,,,,,,,,,,0.000
Circus,Circus,,,,,,,,,,,0.000
Colonel George Kumpe,George Kumpe,,,,,,,,,,,0.000
Gil Waters,Gil Waters,,,,,,Gilbert Waters (1914-1980) - Find a Grave Memorial,19,19,"Burial Virginia Baptist Church Cemetery Pulaski County , Arkansas , USA Add to Map Memorial ID 22406431 22406431",,0.236
Trooper Claude Baker,Claude Baker,,,,https://www.findagrave.com/memorial/103144440/claude-baker,103144440,Claude Baker (1893-1975) - Find a Grave Memorial,18,19,"Burial Glenwood Cemetery Houston , Harris County , Texas , USA Add to Map Plot Section LV, Lot 50 Memorial ID 103144440 103144440",,0.284
Veteran's,Veteran's,,,,,,Malisie Ann Kuykendall George (1875-1955) - Find a...,18,19,Cemetery Memorial Photos 2 Flowers 160 Photo added by Sandra Robertson Berry Add Photos Request Photo Adding photos to this memorial is not allowed,,0.224
The Honorable Dale G. Bennett,The Honorable Dale G Bennett,,,,https://www.findagrave.com/memorial/272592978/theadora-heatherbell-bennett,272592978,Theadora Heatherbell Bennett (1930-2021) - Find a...,19,20,"Burial Centennial Park Cemetery Pasadena , City of Mitcham , South Australia , Australia Add to Map Plot Services Family, Rose Bed 9, 127 Memorial ID 272592978 272592978",,0.307
Historic Pine Castle Station,Historic Pine Castle Station,,,,,,,,,,,0.000
Reverend Kenneth C. Crossman,Kenneth C Crossman,,,,https://www.findagrave.com/memorial/84202477/kenneth-charles-crossman,84202477,Kenneth Charles Crossman (1951-1952) - Find a...,19,19,"Burial Fort Howard Memorial Park Green Bay , Brown County , Wisconsin , USA Add to Map Memorial ID 84202477 84202477",,0.403
Harold Haynes,Harold Haynes,,,,https://www.findagrave.com/memorial/73113812/harold-haynes,73113812,Harold Haynes - Find a Grave Memorial,,,"Burial Belcrest Memorial Park Salem , Marion County , Oregon , USA Add to Map Plot Block 27 Section 23 Lot 1 Memorial ID 73113812 73113812",,0.352
Deputy Jack A. Romeis,Deputy Jack A Romeis,,,,,,,,,,,0.000
"Martin Luther King, Jr.",Martin Luther King Jr,,,,,,,,,,,0.000
Sid Martin,Sid Martin,,,,,,,,,,,0.000
Veterans,Veterans,,,,,,,,,,,0.000
Ben Rowe,Ben Rowe,,,,,,,,,,,0.000
Buddy Norman,Buddy Norman,,,,,,,,,,,0.000
Elgin Bayless,Elgin Bayless,,,,,,,,,,,0.000
Tom Chastain,Tom Chastain,,,,,,,,,,,0.000
James C. Penney,James C Penney,,,,,,,,,,,0.000
S. D. 'Sam' Saunders,S D 'Sam' Saunders,,,,https://www.findagrave.com/memorial/115527524/s-saunders,115527524,S Saunders - Find a Grave Memorial,,,"Burial Hebrew Cemetery Rock Island , Rock Island County , Illinois , USA Add to Map Plot Line 3 - Lot 9 Memorial ID 115527524 115527524",,0.271
James A. Brewer,James A Brewer,,,,,,,,,,,0.000
Lindler,Lindler,,,,,,,,,,,0.000
"Captain Chad Allen Reed, Sr.",Chad Allen Reed Sr,,,,,,C. L. Srigley (1926-2001) - Find a Grave Memorial,19,20,"Burial Greenwood Cemetery Owen Sound , Grey County , Ontario , Canada Show Map GPS-Latitude",,0.108
"Joe H. Anderson, Sr.",Joe H Anderson Sr,,,,,,,,,,,0.000
SP4 Thomas Berry Corbin,SP4 Thomas Berry Corbin,,,,,,S. Corbin (unknown-1867) - Find a Grave Memorial,18,,"Burial Beaver Dam City Cemetery Beaver Dam , Dodge County , Wisconsin , USA Add to Map Plot H-25 Memorial ID 60471855 60471855",,0.160
Stephen Foster,Stephen Foster,,,,,,,,,,,0.000
"U.S. Navy BMC Samuel Calhoun Chavous, Jr.",US Navy BMC Samuel Calhoun Chavous Jr,,,,,,,,,,,0.000
Angela Webb Hammonds,Angela Webb Hammonds,,,,https://www.findagrave.com/memorial/200435947/angela-louise-hammonds,200435947,Angela Louise Hammonds (1963-1966) - Find a Grave...,19,19,"Burial Lakewood Memorial Park Hughson , Stanislaus County , California , USA Show Map GPS-Latitude",,0.345
Arnolta J. Williams,Arnolta J Williams,,,,,,,,,,,0.000
Arthur N. Sollee,Arthur N Sollee,,,,https://www.findagrave.com/memorial/97265310/arthur-neyle-sollee,97265310,Arthur Neyle Sollee Sr. (1900-1984) - Find a Grave...,19,19,"Burial Oaklawn Cemetery Jacksonville , Duval County , Florida , USA Add to Map Plot Section D",,0.481
Barbara Van Blake,Barbara Van Blake,,,,,,,,,,,0.000
Benolken,Benolken,,,,,,,,,,,0.000
Bernard Wilkes,Bernard Wilkes,,,,,,,,,,,0.000
Buckman,Buckman,,,,,,,,,,,0.000
Busch,Busch,,,,,,B Buschuski (1898-1898) - Find a Grave Memorial,18,18,"Burial Sacred Hearts of Jesus and Mary Cemetery Scranton , Lackawanna County , Pennsylvania , USA Add to Map Memorial ID 233529074 233529074",,0.138
C. D. Kinsey,C D Kinsey,,,,,,,,,,,0.000
C. Ray Greene,C Ray Greene,,,,,,,,,,,0.000
Charles B. Dailey,Charles B Dailey,,,,https://www.findagrave.com/memorial/76426790/charles-dailey,76426790,Charles Dailey (1950-1950) - Find a Grave Memorial,19,19,"Burial Pilot Mound Lutheran Cemetery Pilot Mound , Fillmore County , Minnesota , USA Add to Map Memorial ID 76426790 76426790",,0.298
Charles E. Bennett,Charles E Bennett,,,,,,,,,,,0.000
Dan Jones,Dan Jones,,,,,,Dan Jones (1857-1914) - Find a Grave Memorial,18,19,"Burial Jones Street Cemetery Hebron , Tolland County , Connecticut , USA Add to Map Memorial ID 45195044 45195044",,0.239
Don Davis,Don Davis,,,,,,,,,,,0.000
Duval County Law Enforcement,Duval County Law Enforcement,,,,,,,,,,,0.000
Earl S. 'Coach' Kitchings,Earl S 'Coach' Kitchings,,,,,,,,,,,0.000
Ed Holt,Ed Holt,,,,,,Ed Holt (unknown-1892) - Find a Grave Memorial,18,,"Burial Eastview Memorial Park Vernon , Wilbarger County , Texas , USA Add to Map Memorial ID 131016238 131016238",,0.190
Eddie Mae Steward,Eddie Mae Steward,,,,,,,,,,,0.000
Flossie Brunson,Flossie Brunson,,,,,,,,,,,0.000
Gainesville Short Route,Gainesville Short Route,,,,,,,,,,,0.000
George Matthews,George Matthews,,,,https://www.findagrave.com/memorial/218296032/george-matthews,218296032,George Matthews (1874-1876) - Find a Grave...,18,18,"Burial Camberwell Old Cemetery Camberwell , London Borough of Southwark , Greater London , England Add to Map Plot Square 7, Grave 4930 Memorial ID 218296032 218296032",,0.375
"Hans G. Tanzler, Jr.",Hans G Tanzler Jr,,,,,,,,,,,0.000
Isaiah D. Hart,Isaiah D Hart,,,,https://www.findagrave.com/memorial/66999373/isaiah-hart,66999373,Isaiah Hart (1800-1840) - Find a Grave Memorial,18,18,Burial Burial Details Unknown Memorial ID 66999373 66999373,,0.260
"James E. 'Jim' King, Jr.",James E 'Jim' King Jr,,,,,,,,,,,0.000
"James H. Argrett, Sr.",James H Argrett Sr,,,,,,,,,,,0.000
James Weldon Johnson,James Weldon Johnson,,,,https://www.findagrave.com/memorial/19257707/james-johnson,19257707,James Johnson - Find a Grave Memorial,,,"Burial Craig Colony Memorial Cemetery Sonyea , Livingston County , New York , USA Add to Map Memorial ID 19257707 19257707",,0.307
Jim Deaton,Jim Deaton,,,,,,,,,,,0.000
"John T. Alsop, Jr.",John T Alsop Jr,,,,,,John Jreman (unknown-1735) - Find a Grave Memorial,,,"Burial St Andrews Church Caunton , Newark and Sherwood District , Nottinghamshire , England Add to Map Memorial ID 257149636 257149636",,0.173
Johnnie Mae Chappell,Johnnie Mae Chappell,,,,,,,,,,,0.000
Lawrence Callahan,Lawrence Callahan,,,,,,,,,,,0.000
Mandarin,Mandarin,,,,,,,,,,,0.000
Mary L. Austin Jones,Mary L Austin Jones,,,,,,Mary Jones (unknown-1883) - Find a Grave Memorial,18,,"Burial Mount Calvary Cemetery Roslindale , Suffolk County , Massachusetts , USA Add to Map Plot SECTION 5 NA, 37, 55 Memorial ID 241350312 241350312",,0.206
Moses Baker,Moses Baker,,,,,,,,,,,0.000
Napoleon Bonaparte Broward,Napoleon Bonaparte Broward,,,,,,,,,,,0.000
Robert 'Bullet Bob' Hayes,Robert 'Bullet Bob' Hayes,,,,https://www.findagrave.com/memorial/185554027/robert-hayes,185554027,Robert Hayes (unknown-1903) - Find a Grave...,19,,"Burial Belfast City Cemetery Belfast , County Antrim , Northern Ireland Add to Map Memorial ID 185554027 185554027",,0.260
"Robert L. Brown, Sr.",Robert L Brown Sr,,,,,,,,,,,0.000
Ronald W. Reagan,Ronald W Reagan,,,,https://www.findagrave.com/memorial/4244/ronald-reagan,4244,Ronald Reagan (1911-2004) - Find a Grave Memorial,19,20,"Burial Ronald Reagan Presidential Library Simi Valley , Ventura County , California , USA Show Map GPS-Latitude",,0.286
Roy Willis,Roy Willis,,,,,,,,,,,0.000
Sarah Hayes Rice,Sarah Hayes Rice,,,,,,,,,,,0.000
St. Elmo W. Acosta,St Elmo W Acosta,,,,,,Stacy L Acosta (1977-2001) - Find a Grave Memorial,19,20,"Burial Evergreen Woodlawn Cemetery Factoryville , Wyoming County , Pennsylvania , USA Add to Map Memorial ID 44807205 44807205",,0.234
Taye Brown,Taye Brown,,,,,,,,,,,0.000
Tom Marshall,Tom Marshall,,,,https://www.findagrave.com/memorial/245799761/tom-marshall,245799761,Tom Marshall (1834-1897) - Find a Grave Memorial,18,18,Burial St,,0.284
USS Stark,USS Stark,,,,,,,,,,,0.000
Wallace P. Covington,Wallace P Covington,,,,,,,,,,,0.000
Whatley,Whatley,,,,,,W J Whatley (1854-1903) - Find a Grave Memorial,18,19,"Burial Big A Cemetery Rowlett , Dallas County , Texas , USA Add to Map Plot Rear section of cemetery Memorial ID 10761504 10761504",,0.186
Willie F. Faust,Willie F Faust,,,,,,,,,,,0.000
Sergeant Ricky Lord,Ricky Lord,,,,,,Ricky L. Lord (1957-2009) - Find a Grave Memorial,19,20,"Burial Sidney Cemetery Sidney , Fremont County , Iowa , USA Add to Map Memorial ID 43094167 43094167",,0.245
Veterans,Veterans,,,,,,,,,,,0.000
W. O. Cannon and D. W. McCollister,W O Cannon and D W McCollister,,,,,,,,,,,0.000
Brett Fulton,Brett Fulton,,,,,,B F Fulton - Find a Grave Memorial,,,"Burial Live Oak Cemetery Selma , Dallas County , Alabama , USA Add to Map Memorial ID 97855693 97855693",,0.236
Josh Burch,Josh Burch,,,,,,,,,,,0.000
R. Stanley Adams,R Stanley Adams,,,,,,R Adams - Find a Grave Memorial,,,"Burial Hillcrest Burial Park Kent , King County , Washington , USA Add to Map Plot 1048 Memorial ID 97833772 97833772",,0.207
Veterans,Veterans,,,,,,,,,,,0.000
Woodpecker Route,Woodpecker Route,,,,,,,,,,,0.000
Frank R. Norris,Frank R Norris,,,,https://www.findagrave.com/memorial/15987643/frank-norris,15987643,Frank Norris (unknown-1933) - Find a Grave...,19,,"Burial Armstrong Chapel Cemetery Indian Hill , Hamilton County , Ohio , USA Add to Map Memorial ID 15987643 15987643",,0.306
Fred P. Parker,Fred P Parker,,,,,,,,,,,0.000
Hal W. Adams,Hal W Adams,,,,,,,,,,,0.000
Sheriff Stanley H. Cannon,Sheriff Stanley H Cannon,,,,,,S G Cannon (1867-1924) - Find a Grave Memorial,18,19,"Burial Antioch Cemetery Antioch , Garvin County , Oklahoma , USA Add to Map Memorial ID 130257608 130257608",,0.180
Forest Ranger Edward O. Peters,Forest Ranger Edward O Peters,,,,,,,,,,,0.000
Marine Lance Corporal Brian R. Buesing,Lance Corporal Brian R Buesing,,,,,,,,,,,0.000
U.S. Army SPC James A. Page,US Army SPC James A Page,,,,,,,,,,,0.000
United States Army Sergeant Karl A. Campbell,United States Army Sergeant Karl A Campbell,,,,,,U Marie Campbell (1904-1979) - Find a Grave...,19,19,"Burial Robinson Cemetery Marion County , Missouri , USA Show Map GPS-Latitude",,0.225
United States Army Specialist Brandon Tyler Thorsen,United States Army Specialist Brandon Tyler Thorsen,,,,,,,,,,,0.000
William R. Coulter,William R Coulter,,,,,,,,,,,0.000
Raeburn C. Horne,Raeburn C Horne,,,,,,R Horne (unknown-1916) - Find a Grave Memorial,19,,"Burial Delville Wood Cemetery Longueval , Departement de la Somme , Picardie , France Add to Map Plot XVIII",,0.163
Ray Charles,Ray Charles,,,,,,,,,,,0.000
Bill Pearce,Bill Pearce,,,,,,,,,,,0.000
Blue Springs,Blue Springs,,,,,,,,,,,0.000
Browning Pearce,Browning Pearce,,,,,,B F Pearce (unknown-1925) - Find a Grave Memorial,19,,Cemetery records,,0.176
Charley E. Johns,Charley E Johns,,,,,,,,,,,0.000
Coach Jermaine D. Hall,Coach Jermaine D Hall,,,,,,,,,,,0.000
Constitution,Constitution,,,,,,,,,,,0.000
Correctional Officers,Correctional Officers,,,,,,,,,,,0.000
Dwight David Eisenhower,Dwight David Eisenhower,,,,https://www.findagrave.com/memorial/73913287/ruby-hawkins,73913287,Ruby Jim Tankersley Hawkins (1922-2011) - Find a...,19,20,Cemetery Memorial Photos 4 Flowers 212 Photo added by Mike Tankersley Add Photos Request Photo Adding photos to this memorial is not allowed,,0.268
Ed Fraser,Ed Fraser,,,,,,,,,,,0.000
Florida Arts,Florida Arts,,,,,,,,,,,0.000
Florida Sheriffs,Florida Sheriffs,,,,,,,,,,,0.000
Fred P. Parker,Fred P Parker,,,,https://www.findagrave.com/memorial/214504578/fred-parker,214504578,Fred Parker (1881-1956) - Find a Grave Memorial,18,19,"Burial Eden Cemetery Collingdale , Delaware County , Pennsylvania , USA Add to Map Plot Celestine, Lot 124 Memorial ID 214504578 214504578",,0.260
Hinely Parker,Hinely Parker,,,,,,,,,,,0.000
Lem Turner,Lem Turner,,,,,,,,,,,0.000
Old Spanish,Old Spanish,,,,,,,,,,,0.000
Pearl Harbor,Pearl Harbor,,,,,,,,,,,0.000
POW‐MIA Blue Star,POW‐MIA Blue Star,,,,,,P H Stark (1827-1889) - Find a Grave Memorial,18,18,"Burial First Baptist Cemetery Grove City , Meeker County , Minnesota , USA Add to Map Memorial ID 95917596 95917596",,0.163
Purple Heart,Purple Heart,,,,,,,,,,,0.000
Stephen Foster,Stephen Foster,,,,https://www.findagrave.com/memorial/223732782/stephen-foster,223732782,Stephen Foster (unknown-1955) - Find a Grave...,19,,"Burial Canwick Road Old Cemetery Lincoln , City of Lincoln , Lincolnshire , England Add to Map Plot B2571 Memorial ID 223732782 223732782",,0.343
Alexander G. 'Sandy' MacArthur,Alexander G 'Sandy' MacArthur,,,,,,,,,,,0.000
Herbert William 'Heimey' Fishler,Herbert William 'Heimey' Fishler,,,,,,,,,,,0.000
MaVynne 'The Beach Lady' Betsch,MaVynne 'The Beach Lady' Betsch,,,,https://www.findagrave.com/memorial/14035472/jessica-andrews,14035472,Jessica Hope Zimmerman Andrews (1986-2006) - Find...,19,20,Cemetery and Mausoleum Memorial Photos 7 Flowers 1836 Photo added by Ross Andrews Add Photos Request Photo Adding photos to this memorial is not allowed,,0.292
"Thomas J. Shave, Jr.,",Thomas J Shave Jr,,,,,,,,,,,0.000
Trooper Charles W. Parks,Charles W Parks,,,,https://www.findagrave.com/memorial/45364748/charles-parks,45364748,Charles Parks (1840-1912) - Find a Grave Memorial,18,19,"Burial Riverside Cemetery Union City , Branch County , Michigan , USA Add to Map Memorial ID 45364748 45364748",,0.286
Verna Bell,Verna Bell,,,,,,,,,,,0.000
Frank Thomas McMeekin,Frank Thomas McMeekin,,,,,,,,,,,0.000
Jerome A. Williams,Jerome A Williams,,,,https://www.findagrave.com/memorial/27267142/jerome-williams,27267142,Jerome Williams (1959-1976) - Find a Grave...,19,19,"Burial Goodsprings Cemetery Etowah , McMinn County , Tennessee , USA Show Map GPS-Latitude",,0.361
John W. Campbell,John W Campbell,,,,,,,,,,,0.000
Veterans,Veterans,,,,,,,,,,,0.000
Alvin C. Shands,Alvin C Shands,,,,,,,,,,,0.000
Claude Varn,Claude Varn,,,,,,,,,,,0.000
F. Charles Usina,F Charles Usina,,,,,,Francis Evaristo Usina (1900-1973) - Find a Grave...,19,19,"Burial Evergreen Cemetery Saint Augustine , St",,0.242
Francis and Mary Usina,Francis and Mary Usina,,,,,,,,,,,0.000
Mickler‐O'Connell,Mickler‐O'Connell,,,,,,,,,,,0.000
Ron Parker,Ron Parker,,,,,,,,,,,0.000
Rosco,Rosco,,,,,,R Roscorla - Find a Grave Memorial,,,"Burial St Teath Methodist Cemetery St Teath , Cornwall Unitary Authority , Cornwall , England Add to Map Plot T3 Memorial ID 181798250 181798250",,0.176
Verle Allyn Pope,Verle Allyn Pope,,,,,,,,,,,0.000
Byron Butler,Byron Butler,,,,https://www.findagrave.com/memorial/122880678/byron-butler,122880678,Byron Butler (1862-1888) - Find a Grave Memorial,18,18,"Burial Whitehouse Cemetery Whitehouse , Lucas County , Ohio , USA Add to Map Plot lot 158",,0.284
"Deputy Victor J. 'Skip' MacDonald, Jr.",Deputy Victor J 'Skip' MacDonald Jr,,,,,,,,,,,0.000
L. P. 'Pete' Gibson,L P 'Pete' Gibson,,,,,,,,,,,0.000
Trooper Charles Eugene Campbell,Charles Eugene Campbell,,,,https://www.findagrave.com/memorial/184982046/charles-campbell,184982046,Charles Campbell (1856-1935) - Find a Grave...,18,19,"Burial Maple Grove Cemetery Brookville , Franklin County , Indiana , USA Show Map GPS-Latitude",,0.341
Correction Officers,Correction Officers,,,,,,,,,,,0.000
Deputy Hal P. Croft,Deputy Hal P Croft,,,,,,D F Croft (1870-1894) - Find a Grave Memorial,18,18,"Burial City Cemetery Roanoke , City of Roanoke , Virginia , USA Add to Map Memorial ID 104412082 104412082",,0.179
Deputy Ronald Jackson,Deputy Ronald Jackson,,,,,,,,,,,0.000
Deputy Renee Danell Azure,Deputy Renee Danell Azure,,,,,,,,,,,0.000
G. Fred Andrews,G Fred Andrews,,,,,,Private G Andrews (unknown-1900) - Find a Grave...,19,19,"Burial President Brand Cemetery Bloemfontein , Mangaung Metropolitan Municipality , Free State , South Africa Add to Map Memorial ID 240373090 240373090",,0.209
B. V. Buchanan,B V Buchanan,,,,,,,,,,,0.000
Charles M. Parker,Charles M Parker,,,,https://www.findagrave.com/memorial/241090122/charles-parker,241090122,Charles Parker (unknown-1856) - Find a Grave...,18,,"Burial Engle Cemetery Astoria , Fulton County , Illinois , USA Add to Map Memorial ID 241090122 241090122",,0.331
DuPont,DuPont,,,,,,,,,,,0.000
Hathaway,Hathaway,,,,,,,,,,,0.000
Hutchison,Hutchison,,,,,,H Louise Hutchison (1925-1990) - Find a Grave...,19,19,"Burial Antioch Cemetery Buna , Jasper County , Texas , USA Add to Map Memorial ID 44719451 44719451",,0.239
K. Earl Durden,K Earl Durden,,,,,,,,,,,0.000
"Lieutenant Colonel Carl John Luksic, USAF,",Colonel Carl John Luksic USAF,,,,,,,,,,,0.000
Lynn Haven,Lynn Haven,,,,,,,,,,,0.000
Panama City Beach,Panama City Beach,,,,,,P. T. Beach (1845-1893) - Find a Grave Memorial,18,18,"Burial Linwood Cemetery Galesburg , Knox County , Illinois , USA Add to Map Memorial ID 271327259 271327259",,0.205
C. D. Clark,C D Clark,,,,,,,,,,,0.000
Fuller Warren,Fuller Warren,,,,,,,,,,,0.000
Fuller Warren,Fuller Warren,,,,https://www.findagrave.com/memorial/35626758/fuller-lee-warren,35626758,Fuller Lee Warren (1875-1956) - Find a Grave...,18,19,"Burial Hunt Cemetery Yale , Jasper County , Illinois , USA Add to Map Memorial ID 35626758 35626758",,0.325
Trammell,Trammell,,,,,,,,,,,0.000
Bayou Chico,Bayou Chico,,,,,,,,,,,0.000
Blue Angel,Blue Angel,,,,,,,,,,,0.000
Creola Rutledge,Creola Rutledge,,,,https://www.findagrave.com/memorial/130584626/c-maynard-rutledge,130584626,C Maynard Rutledge (1897-1971) - Find a Grave...,18,19,"Burial McHenry County Memorial Park Woodstock , McHenry County , Illinois , USA Add to Map Memorial ID 130584626 130584626",,0.260
Don Sutton,Don Sutton,,,,,,,,,,,0.000
Dr. Phillip A. Payne,Phillip A Payne,,,,https://www.findagrave.com/memorial/180951126/phillip-payne,180951126,Phillip Payne (unknown-1958) - Find a Grave...,19,,"Burial Woronora Memorial Park Sutherland , Sutherland Shire , New South Wales , Australia Add to Map Plot CC Rose Gdn 14, 0187 Memorial ID 180951126 180951126",,0.319
"F. M. (Son) Turner, Jr.",F M (Son) Turner Jr,,,,,,,,,,,0.000
Gandyville,Gandyville,,,,,,,,,,,0.000
Gulf Gateway,Gulf Gateway,,,,,,,,,,,0.000
J. McHenry Jones,J McHenry Jones,,,,,,,,,,,0.000
Joyce Webb Nobles,Joyce Webb Nobles,,,,https://www.findagrave.com/memorial/278518516/joyce-nobles,278518516,Joyce Webb Nobles (1925-2025) - Find a Grave...,19,20,"Burial Roberts Cemetery Pensacola , Escambia County , Florida , USA Show Map GPS-Latitude",,0.545
Perdido Key,Perdido Key,,,,,,,,,,,0.000
Reubin O'Donovan Askew,Reubin O'Donovan Askew,,,,,,R Bernice Askew (1884-1940) - Find a Grave...,18,19,"Burial Concord Cemetery Quality , Butler County , Kentucky , USA Add to Map Memorial ID 133406244 133406244",,0.202
Robert L. F. Sikes,Robert L F Sikes,,,,,,,,,,,0.000
The David Bogan,The David Bogan,,,,,,,,,,,0.000
Bryant Grady Patton,Bryant Grady Patton,,,,https://www.findagrave.com/memorial/36115763/bryant-patton,36115763,Bryant Patton (1868-1961) - Find a Grave Memorial,18,19,"Burial Natchez City Cemetery Natchez , Adams County , Mississippi , USA Add to Map Memorial ID 36115763 36115763",,0.268
Camp Gordon Johnston Mem,Camp Gordon Johnston Mem,,,,,,,,,,,0.000
E. N. Walker,E N Walker,,,,,,,,,,,0.000
Patton,Patton,,,,,,P D Patton (1874-1908) - Find a Grave Memorial,18,19,"Burial Shady Grove West Lamar County , Texas , USA Show Map GPS-Latitude",,0.166
R. L. Moore,R L Moore,,,,,,,,,,,0.000
Tillie Miller,Tillie Miller,,,,https://www.findagrave.com/memorial/217795664/tillie-miller,217795664,Tillie Miller (1868-1947) - Find a Grave Memorial,18,19,"Burial Tiferet Bet Israel Cemetery Plymouth Meeting , Montgomery County , Pennsylvania , USA Show Map GPS-Latitude",,0.296
"Alfred Lawson, Jr.,",Alfred Lawson Jr,,,,,,,,,,,0.000
C. Fred and Marvin Arrington,C Fred and Marvin Arrington,,,,,,,,,,,0.000
"Dr. Martin Luther King, Jr.,",Martin Luther King Jr,,,,,,,,,,,0.000
Florida Arts,Florida Arts,,,,,,,,,,,0.000
"Cecil G. Costin, Sr.,",Cecil G Costin Sr,,,,,,Cecilia Helen Sramek (1926-2023) - Find a Grave...,19,20,"Cemetery Details Bohemian National Cemetery 5201 Center Street Omaha, NE 68106 Cecilia Helen Sramek",,0.220
Clifford C. Sims,Clifford C Sims,,,,,,,,,,,0.000
Elgin Bayless,Elgin Bayless,,,,,,Viola Glendora “Ola” Drew Davis (1879-1919) - Find...,18,19,Cemetery Memorial Photos 8 Flowers 270 Photo added by KEWalker Add Photos Request Photo Adding photos to this memorial is not allowed,,0.243
George G. Tapper,George G Tapper,,,,,,,,,,,0.000
J. L. Sharit,J L Sharit,,,,https://www.findagrave.com/memorial/179936567/james-h-sharit,179936567,James H. Sharit (1883-1946) - Find a Grave...,18,19,"Burial Forest Hill Cemetery Birmingham , Jefferson County , Alabama , USA Add to Map Memorial ID 179936567 179936567",,0.254
Curry,Curry,,,,,,,,,,,0.000
George L. Dickenson,George L Dickenson,,,,,,,,,,,0.000
James Riley Paul,James Riley Paul,,,,,,James Paul (1874-1961) - Find a Grave Memorial,18,19,"Burial Park Lawn Cemetery Sudbury , City of Greater Sudbury , Ontario , Canada Show Map GPS-Latitude",,0.228
Lonnie Weeks,Lonnie Weeks,,,,,,,,,,,0.000
M. M. Andrews,M M Andrews,,,,,,,,,,,0.000
